;Invoice ID;Branch;Cidade;Customer type;Gênero;Linha de produto;Preço unitário;Quantidade;Tax 5%;Total;Data;Time;Pagamento;cogs;gross margin percentage;gross income;Rating
479;575-67-1508;A;Tupã;Normal;Masculino;acessórios eletronicos;38,6;1;1,93;40,53;1/29/2019;11:26;carteira eletrônica;38,6;4,761904762;1,93;6,7
480;541-08-3113;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;65,97;8;26,388;554,148;2/2/2019;20:29;dinheiro;527,76;4,761904762;26,388;8,4
481;246-11-3901;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;32,8;10;16,4;344,4;2/15/2019;12:12;dinheiro;328,0;4,761904762;16,4;6,2
482;674-15-9296;A;Tupã;Normal;Masculino;esportes e viagens;37,14;5;9,285;194,985;1/8/2019;13:05;carteira eletrônica;185,7;4,761904762;9,285;5,0
483;305-18-3552;B;Adamantina;Member;Masculino;casa e estilo de vida;60,38;10;30,19;633,99;2/12/2019;16:19;dinheiro;603,8;4,761904762;30,19;6,0
484;493-65-6248;C;Presidente Prudente;Member;Feminino;esportes e viagens;36,98;10;18,49;388,29;1/1/2019;19:48;cartão de crédito;369,8;4,761904762;18,49;7,0
485;438-01-4015;B;Adamantina;Member;Feminino;esportes e viagens;49,49;4;9,898;207,858;3/21/2019;15:25;carteira eletrônica;197,96;4,761904762;9,898;6,6
486;709-58-4068;B;Adamantina;Normal;Feminino;acessórios fashions;41,09;10;20,545;431,445;2/28/2019;14:42;dinheiro;410,9;4,761904762;20,545;7,3
487;795-49-7276;A;Tupã;Normal;Masculino;acessórios fashions;37,15;4;7,43;156,03;3/23/2019;18:59;carteira eletrônica;148,6;4,761904762;7,43;8,3
488;556-72-8512;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;22,96;1;1,148;24,108;1/30/2019;20:47;dinheiro;22,96;4,761904762;1,148;4,3
489;627-95-3243;B;Adamantina;Member;Feminino;casa e estilo de vida;77,68;9;34,956;734,076;2/4/2019;13:21;carteira eletrônica;699,12;4,761904762;34,956;9,8
490;686-41-0932;B;Adamantina;Normal;Feminino;acessórios fashions;34,7;2;3,47;72,87;3/13/2019;19:48;carteira eletrônica;69,4;4,761904762;3,47;8,2
491;510-09-5628;A;Tupã;Member;Feminino;acessórios fashions;19,66;10;9,83;206,43;3/15/2019;18:20;cartão de crédito;196,6;4,761904762;9,83;7,2
492;608-04-3797;B;Adamantina;Member;Feminino;saúde e beleza;25,32;8;10,128;212,688;3/5/2019;20:24;carteira eletrônica;202,56;4,761904762;10,128;8,7
493;148-82-2527;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;12,12;10;6,06;127,26;3/5/2019;13:44;cartão de crédito;121,2;4,761904762;6,06;8,4
494;437-53-3084;B;Adamantina;Normal;Masculino;acessórios fashions;99,89;2;9,989;209,769;2/26/2019;11:48;carteira eletrônica;199,78;4,761904762;9,989;7,1
495;632-32-4574;B;Adamantina;Normal;Masculino;esportes e viagens;75,92;8;30,368;637,728;3/20/2019;14:14;dinheiro;607,36;4,761904762;30,368;5,5
496;556-97-7101;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;63,22;2;6,322;132,762;1/1/2019;15:51;dinheiro;126,44;4,761904762;6,322;8,5
497;862-59-8517;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;90,24;6;27,072;568,512;1/27/2019;11:17;dinheiro;541,44;4,761904762;27,072;6,2
498;401-18-8016;B;Adamantina;Member;Feminino;esportes e viagens;98,13;1;4,9065;103,0365;1/21/2019;17:36;dinheiro;98,13;4,761904762;4,9065;8,9
499;420-18-8989;A;Tupã;Member;Feminino;esportes e viagens;51,52;8;20,608;432,768;2/2/2019;15:47;dinheiro;412,16;4,761904762;20,608;9,6
500;277-63-2961;B;Adamantina;Member;Masculino;esportes e viagens;73,97;1;3,6985;77,6685;2/3/2019;15:53;cartão de crédito;73,97;4,761904762;3,6985;5,4
501;573-98-8548;C;Presidente Prudente;Member;Feminino;acessórios fashions;31,9;1;1,595;33,495;1/5/2019;12:40;carteira eletrônica;31,9;4,761904762;1,595;9,1
502;620-02-2046;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;69,4;2;6,94;145,74;1/27/2019;19:48;carteira eletrônica;138,8;4,761904762;6,94;9,0
503;282-35-2475;B;Adamantina;Normal;Feminino;esportes e viagens;93,31;2;9,331;195,951;3/25/2019;17:53;dinheiro;186,62;4,761904762;9,331;6,3
504;511-54-3087;B;Adamantina;Normal;Masculino;esportes e viagens;88,45;1;4,4225;92,8725;2/25/2019;16:36;cartão de crédito;88,45;4,761904762;4,4225;9,5
505;726-29-6793;A;Tupã;Member;Masculino;acessórios eletronicos;24,18;8;9,672;203,112;1/28/2019;20:54;carteira eletrônica;193,44;4,761904762;9,672;9,8
506;387-49-4215;B;Adamantina;Member;Feminino;esportes e viagens;48,5;3;7,275;152,775;1/8/2019;12:50;dinheiro;145,5;4,761904762;7,275;6,7
507;862-17-9201;B;Adamantina;Normal;Feminino;alimentos e bebidas;84,05;6;25,215;529,515;1/29/2019;10:48;cartão de crédito;504,3;4,761904762;25,215;7,7
508;291-21-5991;B;Adamantina;Member;Masculino;saúde e beleza;61,29;5;15,3225;321,7725;3/29/2019;14:28;dinheiro;306,45;4,761904762;15,3225;7,0
509;602-80-9671;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;15,95;6;4,785;100,485;2/9/2019;17:15;cartão de crédito;95,7;4,761904762;4,785;5,1
510;347-72-6115;B;Adamantina;Member;Feminino;esportes e viagens;90,74;7;31,759;666,939;1/16/2019;18:03;cartão de crédito;635,18;4,761904762;31,759;6,2
511;209-61-0206;A;Tupã;Normal;Feminino;casa e estilo de vida;42,91;5;10,7275;225,2775;1/5/2019;17:29;carteira eletrônica;214,55;4,761904762;10,7275;6,1
512;595-27-4851;A;Tupã;Normal;Feminino;acessórios fashions;54,28;7;18,998;398,958;1/27/2019;18:05;carteira eletrônica;379,96;4,761904762;18,998;9,3
513;189-52-0236;A;Tupã;Normal;Masculino;acessórios eletronicos;99,55;7;34,8425;731,6925;3/14/2019;12:07;dinheiro;696,85;4,761904762;34,8425;7,6
514;503-07-0930;C;Presidente Prudente;Member;Masculino;esportes e viagens;58,39;7;20,4365;429,1665;2/23/2019;19:49;cartão de crédito;408,73;4,761904762;20,4365;8,2
515;413-20-6708;C;Presidente Prudente;Member;Feminino;acessórios fashions;51,47;1;2,5735;54,0435;3/18/2019;15:52;carteira eletrônica;51,47;4,761904762;2,5735;8,5
516;425-85-2085;B;Adamantina;Member;Masculino;saúde e beleza;54,86;5;13,715;288,015;3/29/2019;16:48;carteira eletrônica;274,3;4,761904762;13,715;9,8
517;521-18-7827;C;Presidente Prudente;Member;Masculino;casa e estilo de vida;39,39;5;9,8475;206,7975;1/22/2019;20:46;cartão de crédito;196,95;4,761904762;9,8475;8,7
518;220-28-1851;A;Tupã;Normal;Masculino;casa e estilo de vida;34,73;2;3,473;72,933;3/1/2019;18:14;carteira eletrônica;69,46;4,761904762;3,473;9,7
519;600-38-9738;C;Presidente Prudente;Member;Masculino;esportes e viagens;71,92;5;17,98;377,58;1/17/2019;15:05;cartão de crédito;359,6;4,761904762;17,98;4,3
520;734-91-1155;B;Adamantina;Normal;Feminino;acessórios eletronicos;45,71;3;6,8565;143,9865;3/26/2019;10:34;cartão de crédito;137,13;4,761904762;6,8565;7,7
521;451-28-5717;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;83,17;6;24,951;523,971;3/20/2019;11:23;dinheiro;499,02;4,761904762;24,951;7,3
522;609-81-8548;A;Tupã;Member;Feminino;casa e estilo de vida;37,44;6;11,232;235,872;2/6/2019;13:55;cartão de crédito;224,64;4,761904762;11,232;5,9
523;133-14-7229;C;Presidente Prudente;Normal;Masculino;saúde e beleza;62,87;2;6,287;132,027;1/1/2019;11:43;dinheiro;125,74;4,761904762;6,287;5,0
524;534-01-4457;A;Tupã;Normal;Masculino;alimentos e bebidas;81,71;6;24,513;514,773;1/27/2019;14:36;cartão de crédito;490,26;4,761904762;24,513;8,0
525;719-89-8991;A;Tupã;Member;Feminino;esportes e viagens;91,41;5;22,8525;479,9025;2/25/2019;16:03;carteira eletrônica;457,05;4,761904762;22,8525;7,1
526;286-62-6248;B;Adamantina;Normal;Masculino;acessórios fashions;39,21;4;7,842;164,682;1/16/2019;20:03;cartão de crédito;156,84;4,761904762;7,842;9,0
527;339-38-9982;B;Adamantina;Member;Masculino;acessórios fashions;59,86;2;5,986;125,706;1/13/2019;14:55;carteira eletrônica;119,72;4,761904762;5,986;6,7
528;827-44-5872;B;Adamantina;Member;Feminino;alimentos e bebidas;54,36;10;27,18;570,78;2/7/2019;11:28;cartão de crédito;543,6;4,761904762;27,18;6,1
529;827-77-7633;A;Tupã;Normal;Masculino;esportes e viagens;98,09;9;44,1405;926,9505;2/17/2019;19:41;dinheiro;882,81;4,761904762;44,1405;9,3
530;287-83-1405;A;Tupã;Normal;Masculino;saúde e beleza;25,43;6;7,629;160,209;2/12/2019;19:01;carteira eletrônica;152,58;4,761904762;7,629;7,0
531;435-13-4908;A;Tupã;Member;Masculino;acessórios fashions;86,68;8;34,672;728,112;1/24/2019;18:04;cartão de crédito;693,44;4,761904762;34,672;7,2
532;857-67-9057;B;Adamantina;Normal;Masculino;acessórios eletronicos;22,95;10;11,475;240,975;2/6/2019;19:20;carteira eletrônica;229,5;4,761904762;11,475;8,2
533;236-27-1144;C;Presidente Prudente;Normal;Feminino;alimentos e bebidas;16,31;9;7,3395;154,1295;3/26/2019;10:31;carteira eletrônica;146,79;4,761904762;7,3395;8,4
534;892-05-6689;A;Tupã;Normal;Feminino;casa e estilo de vida;28,32;5;7,08;148,68;3/11/2019;13:28;carteira eletrônica;141,6;4,761904762;7,08;6,2
535;583-41-4548;C;Presidente Prudente;Normal;Masculino;casa e estilo de vida;16,67;7;5,8345;122,5245;2/7/2019;11:36;carteira eletrônica;116,69;4,761904762;5,8345;7,4
536;339-12-4827;B;Adamantina;Member;Feminino;acessórios fashions;73,96;1;3,698;77,658;1/5/2019;11:32;cartão de crédito;73,96;4,761904762;3,698;5,0
537;643-38-7867;A;Tupã;Normal;Masculino;casa e estilo de vida;97,94;1;4,897;102,837;3/7/2019;11:44;carteira eletrônica;97,94;4,761904762;4,897;6,9
538;308-81-0538;A;Tupã;Normal;Feminino;acessórios fashions;73,05;4;14,61;306,81;2/25/2019;17:16;cartão de crédito;292,2;4,761904762;14,61;4,9
539;358-88-9262;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;87,48;6;26,244;551,124;2/1/2019;18:43;carteira eletrônica;524,88;4,761904762;26,244;5,1
540;460-35-4390;A;Tupã;Normal;Masculino;casa e estilo de vida;30,68;3;4,602;96,642;1/22/2019;11:00;carteira eletrônica;92,04;4,761904762;4,602;9,1
541;343-87-0864;C;Presidente Prudente;Member;Masculino;saúde e beleza;75,88;1;3,794;79,674;1/3/2019;10:30;cartão de crédito;75,88;4,761904762;3,794;7,1
542;173-50-1108;B;Adamantina;Member;Feminino;esportes e viagens;20,18;4;4,036;84,756;2/13/2019;12:14;cartão de crédito;80,72;4,761904762;4,036;5,0
543;243-47-2663;C;Presidente Prudente;Member;Masculino;acessórios eletronicos;18,77;6;5,631;118,251;1/28/2019;16:43;cartão de crédito;112,62;4,761904762;5,631;5,5
544;841-18-8232;B;Adamantina;Normal;Feminino;alimentos e bebidas;71,2;1;3,56;74,76;1/5/2019;20:40;cartão de crédito;71,2;4,761904762;3,56;9,2
545;701-23-5550;B;Adamantina;Member;Masculino;casa e estilo de vida;38,81;4;7,762;163,002;3/19/2019;13:40;carteira eletrônica;155,24;4,761904762;7,762;4,9
546;647-50-1224;A;Tupã;Normal;Feminino;acessórios fashions;29,42;10;14,71;308,91;1/12/2019;16:23;carteira eletrônica;294,2;4,761904762;14,71;8,9
547;541-48-8554;A;Tupã;Normal;Masculino;esportes e viagens;60,95;9;27,4275;575,9775;1/7/2019;12:08;cartão de crédito;548,55;4,761904762;27,4275;6,0
548;539-21-7227;B;Adamantina;Normal;Feminino;esportes e viagens;51,54;5;12,885;270,585;1/26/2019;17:45;dinheiro;257,7;4,761904762;12,885;4,2
549;213-32-1216;A;Tupã;Normal;Feminino;acessórios eletronicos;66,06;6;19,818;416,178;1/23/2019;10:28;dinheiro;396,36;4,761904762;19,818;7,3
550;747-58-7183;B;Adamantina;Normal;Masculino;acessórios fashions;57,27;3;8,5905;180,4005;2/9/2019;20:31;carteira eletrônica;171,81;4,761904762;8,5905;6,5
551;582-52-8065;B;Adamantina;Normal;Feminino;acessórios fashions;54,31;9;24,4395;513,2295;2/22/2019;10:49;dinheiro;488,79;4,761904762;24,4395;8,9
552;210-57-1719;B;Adamantina;Normal;Feminino;saúde e beleza;58,24;9;26,208;550,368;2/5/2019;12:34;dinheiro;524,16;4,761904762;26,208;9,7
553;399-69-4630;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;22,21;6;6,663;139,923;3/7/2019;10:23;cartão de crédito;133,26;4,761904762;6,663;8,6
554;134-75-2619;A;Tupã;Member;Masculino;acessórios eletronicos;19,32;7;6,762;142,002;3/25/2019;18:51;dinheiro;135,24;4,761904762;6,762;6,9
555;356-44-8813;B;Adamantina;Normal;Masculino;casa e estilo de vida;37,48;3;5,622;118,062;1/20/2019;13:45;cartão de crédito;112,44;4,761904762;5,622;7,7
556;198-66-9832;B;Adamantina;Member;Feminino;acessórios fashions;72,04;2;7,204;151,284;2/4/2019;19:38;dinheiro;144,08;4,761904762;7,204;9,5
557;283-26-5248;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;98,52;10;49,26;1034,46;1/30/2019;20:23;carteira eletrônica;985,2;4,761904762;49,26;4,5
558;712-39-0363;A;Tupã;Member;Masculino;alimentos e bebidas;41,66;6;12,498;262,458;1/2/2019;15:24;carteira eletrônica;249,96;4,761904762;12,498;5,6
559;218-59-9410;A;Tupã;Member;Feminino;casa e estilo de vida;72,42;3;10,863;228,123;3/29/2019;16:54;carteira eletrônica;217,26;4,761904762;10,863;8,2
560;174-75-0888;B;Adamantina;Normal;Masculino;acessórios eletronicos;21,58;9;9,711;203,931;3/14/2019;12:32;dinheiro;194,22;4,761904762;9,711;7,3
561;866-99-7614;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;89,2;10;44,6;936,6;2/11/2019;15:42;cartão de crédito;892,0;4,761904762;44,6;4,4
562;134-54-4720;B;Adamantina;Normal;Feminino;acessórios eletronicos;42,42;8;16,968;356,328;1/30/2019;13:58;carteira eletrônica;339,36;4,761904762;16,968;5,7
563;760-90-2357;A;Tupã;Member;Masculino;acessórios eletronicos;74,51;6;22,353;469,413;3/20/2019;15:08;carteira eletrônica;447,06;4,761904762;22,353;5,0
564;514-37-2845;B;Adamantina;Normal;Masculino;acessórios fashions;99,25;2;9,925;208,425;3/20/2019;13:02;dinheiro;198,5;4,761904762;9,925;9,0
565;698-98-5964;A;Tupã;Normal;Feminino;alimentos e bebidas;81,21;10;40,605;852,705;1/17/2019;13:01;cartão de crédito;812,1;4,761904762;40,605;6,3
566;718-57-9773;C;Presidente Prudente;Normal;Feminino;esportes e viagens;49,33;10;24,665;517,965;2/3/2019;16:40;cartão de crédito;493,3;4,761904762;24,665;9,4
567;651-88-7328;A;Tupã;Normal;Feminino;acessórios fashions;65,74;9;29,583;621,243;1/1/2019;13:55;dinheiro;591,66;4,761904762;29,583;7,7
568;241-11-2261;B;Adamantina;Normal;Feminino;acessórios fashions;79,86;7;27,951;586,971;1/10/2019;10:33;cartão de crédito;559,02;4,761904762;27,951;5,5
569;408-26-9866;C;Presidente Prudente;Normal;Feminino;esportes e viagens;73,98;7;25,893;543,753;3/2/2019;16:42;carteira eletrônica;517,86;4,761904762;25,893;4,1
570;834-83-1826;B;Adamantina;Member;Feminino;casa e estilo de vida;82,04;5;20,51;430,71;2/25/2019;17:16;cartão de crédito;410,2;4,761904762;20,51;7,6
571;343-61-3544;B;Adamantina;Member;Masculino;esportes e viagens;26,67;10;13,335;280,035;1/29/2019;11:48;dinheiro;266,7;4,761904762;13,335;8,6
572;239-48-4278;A;Tupã;Member;Masculino;alimentos e bebidas;10,13;7;3,5455;74,4555;3/10/2019;19:35;carteira eletrônica;70,91;4,761904762;3,5455;8,3
573;355-34-6244;B;Adamantina;Normal;Masculino;alimentos e bebidas;72,39;2;7,239;152,019;1/13/2019;19:55;cartão de crédito;144,78;4,761904762;7,239;8,1
574;550-84-8664;A;Tupã;Normal;Masculino;esportes e viagens;85,91;5;21,4775;451,0275;3/22/2019;14:33;cartão de crédito;429,55;4,761904762;21,4775;8,6
575;339-96-8318;B;Adamantina;Member;Masculino;acessórios fashions;81,31;7;28,4585;597,6285;3/1/2019;19:49;carteira eletrônica;569,17;4,761904762;28,4585;6,3
576;458-61-0011;B;Adamantina;Normal;Masculino;alimentos e bebidas;60,3;4;12,06;253,26;2/20/2019;18:43;dinheiro;241,2;4,761904762;12,06;5,8
577;592-34-6155;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;31,77;4;6,354;133,434;1/14/2019;14:43;carteira eletrônica;127,08;4,761904762;6,354;6,2
578;797-88-0493;A;Tupã;Normal;Feminino;saúde e beleza;64,27;4;12,854;269,934;3/26/2019;13:54;dinheiro;257,08;4,761904762;12,854;7,7
579;207-73-1363;B;Adamantina;Normal;Masculino;saúde e beleza;69,51;2;6,951;145,971;3/1/2019;12:15;carteira eletrônica;139,02;4,761904762;6,951;8,1
580;390-31-6381;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;27,22;3;4,083;85,743;1/7/2019;12:37;dinheiro;81,66;4,761904762;4,083;7,3
581;443-82-0585;A;Tupã;Member;Feminino;saúde e beleza;77,68;4;15,536;326,256;2/1/2019;19:54;dinheiro;310,72;4,761904762;15,536;8,4
582;339-18-7061;C;Presidente Prudente;Member;Feminino;acessórios fashions;92,98;2;9,298;195,258;2/13/2019;15:06;cartão de crédito;185,96;4,761904762;9,298;8,0
583;359-90-3665;B;Adamantina;Member;Feminino;acessórios fashions;18,08;4;3,616;75,936;1/14/2019;18:03;cartão de crédito;72,32;4,761904762;3,616;9,5
584;375-72-3056;B;Adamantina;Normal;Masculino;esportes e viagens;63,06;3;9,459;198,639;1/19/2019;15:58;carteira eletrônica;189,18;4,761904762;9,459;7,0
585;127-47-6963;A;Tupã;Normal;Masculino;saúde e beleza;51,71;4;10,342;217,182;3/9/2019;13:53;cartão de crédito;206,84;4,761904762;10,342;9,8
586;278-86-2735;A;Tupã;Normal;Feminino;alimentos e bebidas;52,34;3;7,851;164,871;3/27/2019;14:03;dinheiro;157,02;4,761904762;7,851;9,2
587;695-28-6250;A;Tupã;Normal;Feminino;esportes e viagens;43,06;5;10,765;226,065;2/4/2019;16:38;carteira eletrônica;215,3;4,761904762;10,765;7,7
588;379-17-6588;C;Presidente Prudente;Normal;Masculino;acessórios fashions;59,61;10;29,805;625,905;3/14/2019;11:07;dinheiro;596,1;4,761904762;29,805;5,3
589;227-50-3718;A;Tupã;Normal;Masculino;saúde e beleza;14,62;5;3,655;76,755;3/4/2019;12:23;dinheiro;73,1;4,761904762;3,655;4,4
590;302-15-2162;C;Presidente Prudente;Member;Masculino;saúde e beleza;46,53;6;13,959;293,139;3/3/2019;10:54;cartão de crédito;279,18;4,761904762;13,959;4,3
591;788-07-8452;C;Presidente Prudente;Member;Feminino;casa e estilo de vida;24,24;7;8,484;178,164;1/27/2019;17:38;carteira eletrônica;169,68;4,761904762;8,484;9,4
592;560-49-6611;A;Tupã;Member;Feminino;esportes e viagens;45,58;1;2,279;47,859;2/7/2019;14:13;dinheiro;45,58;4,761904762;2,279;9,8
593;880-35-0356;A;Tupã;Member;Feminino;esportes e viagens;75,2;3;11,28;236,88;2/5/2019;11:51;carteira eletrônica;225,6;4,761904762;11,28;4,8
594;585-11-6748;B;Adamantina;Member;Masculino;esportes e viagens;96,8;3;14,52;304,92;3/15/2019;13:05;dinheiro;290,4;4,761904762;14,52;5,3
595;470-31-3286;B;Adamantina;Normal;Masculino;saúde e beleza;14,82;3;2,223;46,683;3/1/2019;11:30;cartão de crédito;44,46;4,761904762;2,223;8,7
596;152-68-2907;A;Tupã;Normal;Masculino;alimentos e bebidas;52,2;3;7,83;164,43;2/15/2019;13:30;cartão de crédito;156,6;4,761904762;7,83;9,5
597;123-35-4896;C;Presidente Prudente;Normal;Feminino;esportes e viagens;46,66;9;20,997;440,937;2/17/2019;19:11;carteira eletrônica;419,94;4,761904762;20,997;5,3
598;258-69-7810;C;Presidente Prudente;Normal;Feminino;acessórios fashions;36,85;5;9,2125;193,4625;1/26/2019;18:53;dinheiro;184,25;4,761904762;9,2125;9,2
599;334-64-2006;A;Tupã;Member;Feminino;casa e estilo de vida;70,32;2;7,032;147,672;3/24/2019;14:22;carteira eletrônica;140,64;4,761904762;7,032;9,6
600;219-61-4139;C;Presidente Prudente;Normal;Masculino;acessórios eletronicos;83,08;1;4,154;87,234;1/23/2019;17:16;carteira eletrônica;83,08;4,761904762;4,154;6,4
601;881-41-7302;C;Presidente Prudente;Normal;Feminino;acessórios fashions;64,99;1;3,2495;68,2395;1/26/2019;10:06;cartão de crédito;64,99;4,761904762;3,2495;4,5
602;373-09-4567;C;Presidente Prudente;Normal;Masculino;alimentos e bebidas;77,56;10;38,78;814,38;3/14/2019;20:35;carteira eletrônica;775,6;4,761904762;38,78;6,9
603;642-30-6693;B;Adamantina;Normal;Feminino;esportes e viagens;54,51;6;16,353;343,413;3/17/2019;13:54;carteira eletrônica;327,06;4,761904762;16,353;7,8
604;484-22-8230;C;Presidente Prudente;Member;Feminino;acessórios fashions;51,89;7;18,1615;381,3915;1/8/2019;20:08;dinheiro;363,23;4,761904762;18,1615;4,5
605;830-58-2383;B;Adamantina;Normal;Masculino;casa e estilo de vida;31,75;4;6,35;133,35;2/8/2019;15:26;dinheiro;127,0;4,761904762;6,35;8,6
606;559-98-9873;A;Tupã;Member;Feminino;acessórios fashions;53,65;7;18,7775;394,3275;2/10/2019;12:56;carteira eletrônica;375,55;4,761904762;18,7775;5,2
607;544-32-5024;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;49,79;4;9,958;209,118;3/28/2019;19:16;cartão de crédito;199,16;4,761904762;9,958;6,4
608;318-12-0304;A;Tupã;Normal;Masculino;acessórios fashions;30,61;1;1,5305;32,1405;1/23/2019;12:20;carteira eletrônica;30,61;4,761904762;1,5305;5,2
609;349-97-8902;B;Adamantina;Member;Masculino;alimentos e bebidas;57,89;2;5,789;121,569;1/17/2019;10:37;carteira eletrônica;115,78;4,761904762;5,789;8,9
610;421-95-9805;A;Tupã;Normal;Feminino;acessórios eletronicos;28,96;1;1,448;30,408;2/7/2019;10:18;cartão de crédito;28,96;4,761904762;1,448;6,2
611;277-35-5865;C;Presidente Prudente;Member;Feminino;alimentos e bebidas;98,97;9;44,5365;935,2665;3/9/2019;11:23;dinheiro;890,73;4,761904762;44,5365;6,7
612;789-23-8625;B;Adamantina;Member;Masculino;acessórios fashions;93,22;3;13,983;293,643;1/24/2019;11:45;dinheiro;279,66;4,761904762;13,983;7,2
613;284-54-4231;C;Presidente Prudente;Member;Masculino;esportes e viagens;80,93;1;4,0465;84,9765;1/19/2019;16:08;cartão de crédito;80,93;4,761904762;4,0465;9,0
614;443-59-0061;A;Tupã;Member;Masculino;alimentos e bebidas;67,45;10;33,725;708,225;2/3/2019;11:25;carteira eletrônica;674,5;4,761904762;33,725;4,2
615;509-29-3912;A;Tupã;Member;Feminino;esportes e viagens;38,72;9;17,424;365,904;3/20/2019;12:24;carteira eletrônica;348,48;4,761904762;17,424;4,2
616;327-40-9673;B;Adamantina;Member;Masculino;esportes e viagens;72,6;6;21,78;457,38;1/13/2019;19:51;dinheiro;435,6;4,761904762;21,78;6,9
617;840-19-2096;C;Presidente Prudente;Member;Masculino;acessórios eletronicos;87,91;5;21,9775;461,5275;3/14/2019;18:10;carteira eletrônica;439,55;4,761904762;21,9775;4,4
618;828-46-6863;A;Tupã;Member;Masculino;alimentos e bebidas;98,53;6;29,559;620,739;1/23/2019;11:22;cartão de crédito;591,18;4,761904762;29,559;4,0
619;641-96-3695;C;Presidente Prudente;Member;Feminino;acessórios fashions;43,46;6;13,038;273,798;2/7/2019;17:55;carteira eletrônica;260,76;4,761904762;13,038;8,5
620;420-97-3340;A;Tupã;Normal;Feminino;alimentos e bebidas;71,68;3;10,752;225,792;3/28/2019;15:30;cartão de crédito;215,04;4,761904762;10,752;9,2
621;436-54-4512;A;Tupã;Member;Feminino;alimentos e bebidas;91,61;1;4,5805;96,1905;3/20/2019;19:44;dinheiro;91,61;4,761904762;4,5805;9,8
622;670-79-6321;B;Adamantina;Member;Feminino;casa e estilo de vida;94,59;7;33,1065;695,2365;1/17/2019;15:27;cartão de crédito;662,13;4,761904762;33,1065;4,9
623;852-62-7105;B;Adamantina;Normal;Feminino;acessórios fashions;83,25;10;41,625;874,125;1/12/2019;11:25;cartão de crédito;832,5;4,761904762;41,625;4,4
624;598-06-7312;B;Adamantina;Member;Masculino;acessórios fashions;91,35;1;4,5675;95,9175;2/16/2019;15:42;dinheiro;91,35;4,761904762;4,5675;6,8
625;135-13-8269;B;Adamantina;Member;Feminino;alimentos e bebidas;78,88;2;7,888;165,648;1/26/2019;16:04;dinheiro;157,76;4,761904762;7,888;9,1
626;816-57-2053;A;Tupã;Normal;Masculino;esportes e viagens;60,87;2;6,087;127,827;3/9/2019;12:37;carteira eletrônica;121,74;4,761904762;6,087;8,7
627;628-90-8624;B;Adamantina;Member;Masculino;saúde e beleza;82,58;10;41,29;867,09;3/14/2019;14:41;dinheiro;825,8;4,761904762;41,29;5,0
628;856-66-2701;A;Tupã;Member;Masculino;casa e estilo de vida;53,3;3;7,995;167,895;1/25/2019;14:19;carteira eletrônica;159,9;4,761904762;7,995;7,5
629;308-39-1707;A;Tupã;Normal;Feminino;acessórios fashions;12,09;1;0,6045;12,6945;1/26/2019;18:19;cartão de crédito;12,09;4,761904762;0,6045;8,2
630;149-61-1929;A;Tupã;Normal;Masculino;esportes e viagens;64,19;10;32,095;673,995;1/19/2019;14:08;cartão de crédito;641,9;4,761904762;32,095;6,7
631;655-07-2265;A;Tupã;Normal;Masculino;acessórios eletronicos;78,31;3;11,7465;246,6765;3/5/2019;16:38;carteira eletrônica;234,93;4,761904762;11,7465;5,4
632;589-02-8023;A;Tupã;Member;Masculino;alimentos e bebidas;83,77;2;8,377;175,917;1/15/2019;10:54;cartão de crédito;167,54;4,761904762;8,377;7,0
633;420-04-7590;B;Adamantina;Normal;Masculino;casa e estilo de vida;99,7;3;14,955;314,055;3/18/2019;11:29;carteira eletrônica;299,1;4,761904762;14,955;4,7
634;182-88-2763;B;Adamantina;Member;Masculino;alimentos e bebidas;79,91;3;11,9865;251,7165;3/20/2019;19:28;cartão de crédito;239,73;4,761904762;11,9865;5,0
635;188-55-0967;B;Adamantina;Member;Masculino;saúde e beleza;66,47;10;33,235;697,935;1/15/2019;15:01;cartão de crédito;664,7;4,761904762;33,235;5,0
636;610-46-4100;A;Tupã;Normal;Masculino;saúde e beleza;28,95;7;10,1325;212,7825;3/3/2019;20:31;cartão de crédito;202,65;4,761904762;10,1325;6,0
637;318-81-2368;C;Presidente Prudente;Normal;Feminino;acessórios eletronicos;46,2;1;2,31;48,51;3/19/2019;12:16;dinheiro;46,2;4,761904762;2,31;6,3
638;364-33-8584;B;Adamantina;Member;Feminino;alimentos e bebidas;17,63;5;4,4075;92,5575;3/8/2019;15:27;dinheiro;88,15;4,761904762;4,4075;8,5
639;665-63-9737;B;Adamantina;Normal;Masculino;acessórios fashions;52,42;3;7,863;165,123;2/27/2019;17:36;carteira eletrônica;157,26;4,761904762;7,863;7,5
